m,TagName,
"2020-12-01 00:00:00","c","2655"
"2020-12-01 00:00:00","c#","5754"
"2020-12-01 00:00:00","c++","4461"
"2020-12-01 00:00:00","delphi","195"
"2020-12-01 00:00:00","go","536"
"2020-12-01 00:00:00","java","7853"
"2020-12-01 00:00:00","javascript","16073"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4817"
"2020-12-01 00:00:00","python","22279"
"2020-12-01 00:00:00","r","4346"
"2020-12-01 00:00:00","ruby","503"
"2020-12-01 00:00:00","swift","2108"
"2021-01-01 00:00:00","assembly","312"
"2021-01-01 00:00:00","c","2575"
"2021-01-01 00:00:00","c#","6217"
"2021-01-01 00:00:00","c++","4115"
"2021-01-01 00:00:00","delphi","200"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8078"
"2021-01-01 00:00:00","javascript","16933"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4772"
"2021-01-01 00:00:00","python","22950"
"2021-01-01 00:00:00","r","4346"
"2021-01-01 00:00:00","ruby","524"
"2021-01-01 00:00:00","swift","2328"
"2021-02-01 00:00:00","assembly","245"
"2021-02-01 00:00:00","c","2247"
"2021-02-01 00:00:00","c#","5820"
"2021-02-01 00:00:00","c++","4111"
"2021-02-01 00:00:00","delphi","188"
"2021-02-01 00:00:00","go","573"
"2021-02-01 00:00:00","java","7628"
"2021-02-01 00:00:00","javascript","15324"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4393"
"2021-02-01 00:00:00","python","21472"
"2021-02-01 00:00:00","r","4334"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2268"
"2021-03-01 00:00:00","assembly","326"
"2021-03-01 00:00:00","c","2507"
"2021-03-01 00:00:00","c#","6419"
"2021-03-01 00:00:00","c++","4327"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","765"
"2021-03-01 00:00:00","java","8713"
"2021-03-01 00:00:00","javascript","16840"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","php","4790"
"2021-03-01 00:00:00","python","24019"
"2021-03-01 00:00:00","r","5186"
"2021-03-01 00:00:00","ruby","499"
"2021-03-01 00:00:00","swift","2398"
"2021-04-01 00:00:00","assembly","324"
"2021-04-01 00:00:00","c","2314"
"2021-04-01 00:00:00","c#","5965"
"2021-04-01 00:00:00","c++","3985"
"2021-04-01 00:00:00","delphi","173"
"2021-04-01 00:00:00","go","631"
"2021-04-01 00:00:00","java","8026"
"2021-04-01 00:00:00","javascript","16039"
"2021-04-01 00:00:00","perl","140"
"2021-04-01 00:00:00","php","4378"
"2021-04-01 00:00:00","python","22926"
"2021-04-01 00:00:00","r","4835"
"2021-04-01 00:00:00","ruby","523"
"2021-04-01 00:00:00","swift","2136"
"2021-05-01 00:00:00","assembly","322"
"2021-05-01 00:00:00","c","2236"
"2021-05-01 00:00:00","c#","6505"
"2021-05-01 00:00:00","c++","4570"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","go","693"
"2021-05-01 00:00:00","java","9630"
"2021-05-01 00:00:00","javascript","18328"
"2021-05-01 00:00:00","perl","122"
"2021-05-01 00:00:00","php","5038"
"2021-05-01 00:00:00","python","25951"
"2021-05-01 00:00:00","r","5384"
"2021-05-01 00:00:00","ruby","446"
"2021-05-01 00:00:00","swift","2196"
"2021-06-01 00:00:00","assembly","274"
"2021-06-01 00:00:00","c","1991"
"2021-06-01 00:00:00","c#","6400"
"2021-06-01 00:00:00","c++","4158"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","go","639"
"2021-06-01 00:00:00","java","9162"
"2021-06-01 00:00:00","javascript","17554"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","php","4828"
"2021-06-01 00:00:00","python","24453"
"2021-06-01 00:00:00","r","4938"
"2021-06-01 00:00:00","ruby","468"
"2021-06-01 00:00:00","swift","2107"
"2021-07-01 00:00:00","assembly","187"
"2021-07-01 00:00:00","c","1704"
"2021-07-01 00:00:00","c#","5927"
"2021-07-01 00:00:00","c++","3768"
"2021-07-01 00:00:00","delphi","147"
"2021-07-01 00:00:00","go","643"
"2021-07-01 00:00:00","java","8290"
"2021-07-01 00:00:00","javascript","17275"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4586"
"2021-07-01 00:00:00","python","24018"
"2021-07-01 00:00:00","r","4671"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","swift","2256"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","c","1615"
"2021-08-01 00:00:00","c#","5739"
"2021-08-01 00:00:00","c++","3465"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","go","780"
"2021-08-01 00:00:00","java","7926"
"2021-08-01 00:00:00","javascript","16965"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","4560"
"2021-08-01 00:00:00","python","23026"
"2021-08-01 00:00:00","r","4569"
"2021-08-01 00:00:00","ruby","507"
"2021-08-01 00:00:00","swift","2181"
"2021-09-01 00:00:00","assembly","200"
"2021-09-01 00:00:00","c","1794"
"2021-09-01 00:00:00","c#","5745"
"2021-09-01 00:00:00","c++","3904"
"2021-09-01 00:00:00","delphi","145"
"2021-09-01 00:00:00","go","658"
"2021-09-01 00:00:00","java","7769"
"2021-09-01 00:00:00","javascript","16616"
"2021-09-01 00:00:00","perl","114"
"2021-09-01 00:00:00","php","4295"
"2021-09-01 00:00:00","python","21875"
"2021-09-01 00:00:00","r","4327"
"2021-09-01 00:00:00","ruby","507"
"2021-09-01 00:00:00","swift","1924"
"2021-10-01 00:00:00","assembly","219"
"2021-10-01 00:00:00","c","2196"
"2021-10-01 00:00:00","c#","6002"
"2021-10-01 00:00:00","c++","4057"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","go","760"
"2021-10-01 00:00:00","java","7738"
"2021-10-01 00:00:00","javascript","16090"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","php","4232"
"2021-10-01 00:00:00","python","22819"
"2021-10-01 00:00:00","r","4730"
"2021-10-01 00:00:00","ruby","476"
"2021-10-01 00:00:00","swift","1834"
"2021-11-01 00:00:00","assembly","309"
"2021-11-01 00:00:00","c","2339"
"2021-11-01 00:00:00","c#","6380"
"2021-11-01 00:00:00","c++","4165"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","702"
"2021-11-01 00:00:00","java","8270"
"2021-11-01 00:00:00","javascript","15829"
"2021-11-01 00:00:00","perl","81"
"2021-11-01 00:00:00","php","4118"
"2021-11-01 00:00:00","python","23369"
"2021-11-01 00:00:00","r","4623"
"2021-11-01 00:00:00","ruby","449"
"2021-11-01 00:00:00","swift","1760"
"2021-12-01 00:00:00","assembly","285"
"2021-12-01 00:00:00","c","2263"
"2021-12-01 00:00:00","c#","5718"
"2021-12-01 00:00:00","c++","3868"
"2021-12-01 00:00:00","delphi","159"
"2021-12-01 00:00:00","go","771"
"2021-12-01 00:00:00","java","7537"
"2021-12-01 00:00:00","javascript","15289"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3737"
"2021-12-01 00:00:00","python","22064"
"2021-12-01 00:00:00","r","3924"
"2021-12-01 00:00:00","ruby","433"
"2021-12-01 00:00:00","swift","1665"
"2022-01-01 00:00:00","assembly","241"
"2022-01-01 00:00:00","c","2064"
"2022-01-01 00:00:00","c#","5921"
"2022-01-01 00:00:00","c++","3891"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","794"
"2022-01-01 00:00:00","java","7715"
"2022-01-01 00:00:00","javascript","16311"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","4031"
"2022-01-01 00:00:00","python","22669"
"2022-01-01 00:00:00","r","4260"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","1997"
"2022-02-01 00:00:00","assembly","224"
"2022-02-01 00:00:00","c","1797"
"2022-02-01 00:00:00","c#","5855"
"2022-02-01 00:00:00","c++","3498"
"2022-02-01 00:00:00","delphi","187"
"2022-02-01 00:00:00","go","691"
"2022-02-01 00:00:00","java","7314"
"2022-02-01 00:00:00","javascript","15528"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","3754"
"2022-02-01 00:00:00","python","22731"
"2022-02-01 00:00:00","r","4353"
"2022-02-01 00:00:00","ruby","459"
"2022-02-01 00:00:00","swift","1891"
"2022-03-01 00:00:00","assembly","261"
"2022-03-01 00:00:00","c","2119"
"2022-03-01 00:00:00","c#","6561"
"2022-03-01 00:00:00","c++","3886"
"2022-03-01 00:00:00","delphi","135"
"2022-03-01 00:00:00","go","841"
"2022-03-01 00:00:00","java","8220"
"2022-03-01 00:00:00","javascript","16521"
"2022-03-01 00:00:00","perl","108"
"2022-03-01 00:00:00","php","3843"
"2022-03-01 00:00:00","python","24826"
"2022-03-01 00:00:00","r","5120"
"2022-03-01 00:00:00","ruby","530"
"2022-03-01 00:00:00","swift","2104"
"2022-04-01 00:00:00","assembly","330"
"2022-04-01 00:00:00","c","2165"
"2022-04-01 00:00:00","c#","6727"
"2022-04-01 00:00:00","c++","4547"
"2022-04-01 00:00:00","delphi","134"
"2022-04-01 00:00:00","go","900"
"2022-04-01 00:00:00","java","9202"
"2022-04-01 00:00:00","javascript","18352"
"2022-04-01 00:00:00","perl","117"
"2022-04-01 00:00:00","php","4906"
"2022-04-01 00:00:00","python","26869"
"2022-04-01 00:00:00","r","5062"
"2022-04-01 00:00:00","ruby","525"
"2022-04-01 00:00:00","swift","2027"
